FECHA,FECHA_CORTE,ETC,COD_DANE_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,COD_DANE_MUNICIPIO,NOMBRE_MUNICIPIO,"INDICADOR 1.
EDUCACIÓN INICIAL ICBF
(Incluye Mujeres Gestantes)","INDICADOR 2.
NIÑOS Y NIÑAS EN PREESCOLAR CON EDUCACIÓN INICIAL","INDICADOR 3.
TOTAL EDUCACIÓN INICIAL
ICBF + MEN",INDICADOR 4. CONCURRENCIA DE ATENCIONES
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15837,Tuta,270,0,270,97.6%
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15839,Tutazá,0,0,0,0.0%
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15842,Úmbita,270,0,270,92.1%
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15861,Ventaquemada,354,0,354,96.9%
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15407,Villa De Leyva,480,0,480,95.6%
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15879,Viracachá,50,0,50,86.7%
31-12-2016,31-12-2016,Boyacá,15,Boyacá,15897,Zetaquira,5,0,5,40.0%
31-12-2016,31-12-2016,Bucaramanga,68,Santander,68001,Bucaramanga,6928,0,6928,95.1%
31-12-2016,31-12-2016,Buenaventura,76,Valle del Cauca,76109,Buenaventura,7472,0,7472,89.9%
31-12-2016,31-12-2016,Buga,76,Valle del Cauca,76111,Guadalajara De Buga,1771,0,1771,96.0%
31-12-2016,31-12-2016,Caldas,17,Caldas,17013,Aguadas,1267,0,1267,98.5%
31-12-2016,31-12-2016,Caldas,17,Caldas,17042,Anserma,1537,0,1537,98.3%
31-12-2016,31-12-2016,Caldas,17,Caldas,17050,Aranzazu,520,0,520,98.9%
31-12-2016,31-12-2016,Caldas,17,Caldas,17088,Belalcázar,502,0,502,98.8%
31-12-2016,31-12-2016,Caldas,17,Caldas,17174,Chinchiná,2155,0,2155,98.8%
31-12-2016,31-12-2016,Caldas,17,Caldas,17272,Filadelfia,350,0,350,99.7%
31-12-2016,31-12-2016,Caldas,17,Caldas,17380,La Dorada,3576,0,3576,97.8%
31-12-2016,31-12-2016,Caldas,17,Caldas,17388,La Merced,303,0,303,99.2%
31-12-2016,31-12-2016,Caldas,17,Caldas,17433,Manzanares,938,0,938,99.0%
31-12-2016,31-12-2016,Caldas,17,Caldas,17442,Marmato,578,0,578,97.2%
31-12-2016,31-12-2016,Caldas,17,Caldas,17444,Marquetalia,764,0,764,97.9%
31-12-2016,31-12-2016,Caldas,17,Caldas,17446,Marulanda,84,0,84,98.6%
31-12-2016,31-12-2016,Caldas,17,Caldas,17486,Neira,946,0,946,99.0%
31-12-2016,31-12-2016,Caldas,17,Caldas,17495,Norcasia,397,0,397,98.0%
31-12-2016,31-12-2016,Caldas,17,Caldas,17513,Pácora,632,0,632,99.6%
31-12-2016,31-12-2016,Caldas,17,Caldas,17524,Palestina,805,0,805,98.6%
31-12-2016,31-12-2016,Caldas,17,Caldas,17541,Pensilvania,760,0,760,98.9%
31-12-2016,31-12-2016,Caldas,17,Caldas,17614,Riosucio,2298,0,2298,93.6%
31-12-2016,31-12-2016,Caldas,17,Caldas,17616,Risaralda,580,0,580,96.9%
31-12-2016,31-12-2016,Caldas,17,Caldas,17653,Salamina,764,0,764,99.7%
31-12-2016,31-12-2016,Caldas,17,Caldas,17662,Samaná,1138,0,1138,97.5%
31-12-2016,31-12-2016,Caldas,17,Caldas,17665,San José,269,0,269,97.4%
31-12-2016,31-12-2016,Caldas,17,Caldas,17777,Supía,976,0,976,98.6%
31-12-2016,31-12-2016,Caldas,17,Caldas,17867,Victoria,316,0,316,98.1%
31-12-2016,31-12-2016,Caldas,17,Caldas,17873,Villamaría,1356,0,1356,98.5%
31-12-2016,31-12-2016,Caldas,17,Caldas,17877,Viterbo,650,0,650,99.6%
31-12-2016,31-12-2016,Cali,76,Valle del Cauca,76001,Cali,29014,0,29014,91.7%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18029,Albania,209,0,209,98.9%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18094,Belén De Los Andaquíes,292,0,292,99.2%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18150,Cartagena Del Chairá,834,0,834,99.4%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18205,Curillo,405,0,405,99.2%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18247,El Doncello,518,0,518,99.8%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18256,El Paujíl,641,0,641,99.7%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18410,La Montañita,634,0,634,98.7%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18460,Milán,321,0,321,97.3%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18479,Morelia,141,0,141,100.0%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18592,Puerto Rico,847,0,847,99.3%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18610,San José Del Fragua,516,0,516,99.6%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18753,San Vicente Del Caguán,1994,0,1994,98.3%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18756,Solano,606,0,606,97.0%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18785,Solita,393,0,393,97.7%
31-12-2016,31-12-2016,Caquetá,18,Caquetá,18860,Valparaíso,274,0,274,100.0%
31-12-2016,31-12-2016,Cartagena,13,Bolívar,13001,Cartagena De Indias,16422,0,16422,87.0%
31-12-2016,31-12-2016,Cartago,76,Valle del Cauca,76147,Cartago,2083,0,2083,97.2%
31-12-2016,31-12-2016,Casanare,85,Casanare,85010,Aguazul,738,0,738,99.7%
31-12-2016,31-12-2016,Casanare,85,Casanare,85015,Chámeza,171,0,171,98.7%
31-12-2016,31-12-2016,Casanare,85,Casanare,85125,Hato Corozal,476,0,476,93.2%
31-12-2016,31-12-2016,Casanare,85,Casanare,85136,La Salina,0,0,0,0.0%
31-12-2016,31-12-2016,Casanare,85,Casanare,85139,Maní,289,0,289,99.6%
31-12-2016,31-12-2016,Casanare,85,Casanare,85162,Monterrey,845,0,845,98.9%
31-12-2016,31-12-2016,Casanare,85,Casanare,85225,Nunchía,198,0,198,100.0%
31-12-2016,31-12-2016,Casanare,85,Casanare,85230,Orocué,316,0,316,98.3%
31-12-2016,31-12-2016,Casanare,85,Casanare,85250,Paz De Ariporo,1426,0,1426,97.7%
31-12-2016,31-12-2016,Casanare,85,Casanare,85263,Pore,542,0,542,94.7%
31-12-2016,31-12-2016,Casanare,85,Casanare,85279,Recetor,49,0,49,89.7%
31-12-2016,31-12-2016,Casanare,85,Casanare,85300,Sabanalarga,119,0,119,100.0%
31-12-2016,31-12-2016,Casanare,85,Casanare,85315,Sácama,3,0,3,100.0%
31-12-2016,31-12-2016,Casanare,85,Casanare,85325,San Luis De Palenque,160,0,160,100.0%
31-12-2016,31-12-2016,Casanare,85,Casanare,85400,Támara,479,0,479,99.3%
31-12-2016,31-12-2016,Casanare,85,Casanare,85410,Tauramena,477,0,477,100.0%
31-12-2016,31-12-2016,Casanare,85,Casanare,85430,Trinidad,598,0,598,99.4%
31-12-2016,31-12-2016,Casanare,85,Casanare,85440,Villanueva,1245,0,1245,99.6%
31-12-2016,31-12-2016,Cauca,19,Cauca,19022,Almaguer,483,0,483,87.0%
31-12-2016,31-12-2016,Cauca,19,Cauca,19050,Argelia,888,0,888,98.1%
31-12-2016,31-12-2016,Cauca,19,Cauca,19075,Balboa,452,0,452,98.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19100,Bolívar,1218,0,1218,97.1%
31-12-2016,31-12-2016,Cauca,19,Cauca,19110,Buenos Aires,127,0,127,90.1%
31-12-2016,31-12-2016,Cauca,19,Cauca,19130,Cajibío,1717,0,1717,94.8%
31-12-2016,31-12-2016,Cauca,19,Cauca,19137,Caldono,2065,0,2065,79.1%
31-12-2016,31-12-2016,Cauca,19,Cauca,19142,Caloto,577,0,577,89.4%
31-12-2016,31-12-2016,Cauca,19,Cauca,19212,Corinto,1443,0,1443,92.4%
31-12-2016,31-12-2016,Cauca,19,Cauca,19256,El Tambo,1251,0,1251,95.0%
31-12-2016,31-12-2016,Cauca,19,Cauca,19290,Florencia,168,0,168,98.4%
31-12-2016,31-12-2016,Cauca,19,Cauca,19300,Guachené,695,0,695,74.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19318,Guapi,1106,0,1106,83.6%
31-12-2016,31-12-2016,Cauca,19,Cauca,19355,Inzá,1714,0,1714,72.0%
31-12-2016,31-12-2016,Cauca,19,Cauca,19364,Jambaló,1325,0,1325,86.8%
31-12-2016,31-12-2016,Cauca,19,Cauca,19392,La Sierra,348,0,348,93.5%
31-12-2016,31-12-2016,Cauca,19,Cauca,19397,La Vega,472,0,472,94.3%
31-12-2016,31-12-2016,Cauca,19,Cauca,19418,López De Micay,342,0,342,61.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19450,Mercaderes,495,0,495,99.1%
31-12-2016,31-12-2016,Cauca,19,Cauca,19455,Miranda,886,0,886,88.6%
31-12-2016,31-12-2016,Cauca,19,Cauca,19473,Morales,2317,0,2317,90.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19513,Padilla,394,0,394,83.5%
31-12-2016,31-12-2016,Cauca,19,Cauca,19517,Páez,204,0,204,73.5%
31-12-2016,31-12-2016,Cauca,19,Cauca,19532,Patía,729,0,729,98.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19533,Piamonte,946,0,946,73.5%
31-12-2016,31-12-2016,Cauca,19,Cauca,19548,Piendamó - Tunía,1773,0,1773,95.7%
31-12-2016,31-12-2016,Cauca,19,Cauca,19573,Puerto Tejada,1765,0,1765,67.4%
31-12-2016,31-12-2016,Cauca,19,Cauca,19585,Puracé,399,0,399,94.5%
31-12-2016,31-12-2016,Cauca,19,Cauca,19622,Rosas,483,0,483,95.7%
31-12-2016,31-12-2016,Cauca,19,Cauca,19693,San Sebastián,358,0,358,93.8%
31-12-2016,31-12-2016,Cauca,19,Cauca,19701,Santa Rosa,349,0,349,92.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19698,Santander De Quilichao,3782,0,3782,91.6%
31-12-2016,31-12-2016,Cauca,19,Cauca,19743,Silvia,1784,0,1784,80.0%
31-12-2016,31-12-2016,Cauca,19,Cauca,19760,Sotará Paispamba,521,0,521,78.8%
31-12-2016,31-12-2016,Cauca,19,Cauca,19780,Suárez,901,0,901,86.8%
31-12-2016,31-12-2016,Cauca,19,Cauca,19785,Sucre,221,0,221,98.9%
31-12-2016,31-12-2016,Cauca,19,Cauca,19807,Timbío,865,0,865,97.0%
31-12-2016,31-12-2016,Cauca,19,Cauca,19809,Timbiquí,762,0,762,66.2%
31-12-2016,31-12-2016,Cauca,19,Cauca,19821,Toribío,1292,0,1292,80.4%
31-12-2016,31-12-2016,Cauca,19,Cauca,19824,Totoró,781,0,781,64.4%
31-12-2016,31-12-2016,Cauca,19,Cauca,19845,Villa Rica,1305,0,1305,87.8%
31-12-2016,31-12-2016,Cesar,20,Cesar,20011,Aguachica,4069,0,4069,95.2%
31-12-2016,31-12-2016,Cesar,20,Cesar,20013,Agustín Codazzi,2427,0,2427,98.0%
31-12-2016,31-12-2016,Cesar,20,Cesar,20032,Astrea,1499,0,1499,91.6%
31-12-2016,31-12-2016,Cesar,20,Cesar,20045,Becerril,701,0,701,92.6%
31-12-2016,31-12-2016,Cesar,20,Cesar,20060,Bosconia,1256,0,1256,96.0%
31-12-2016,31-12-2016,Cesar,20,Cesar,20175,Chimichagua,1972,0,1972,94.4%
31-12-2016,31-12-2016,Cesar,20,Cesar,20178,Chiriguaná,1792,0,1792,91.3%
31-12-2016,31-12-2016,Cesar,20,Cesar,20228,Curumaní,16,0,16,95.5%
31-12-2016,31-12-2016,Cesar,20,Cesar,20238,El Copey,835,0,835,90.1%
31-12-2016,31-12-2016,Cesar,20,Cesar,20250,El Paso,146,0,146,94.3%
31-12-2016,31-12-2016,Cesar,20,Cesar,20295,Gamarra,737,0,737,95.5%
31-12-2016,31-12-2016,Cesar,20,Cesar,20310,González,159,0,159,75.7%
31-12-2016,31-12-2016,Cesar,20,Cesar,20383,La Gloria,843,0,843,92.6%
31-12-2016,31-12-2016,Cesar,20,Cesar,20400,La Jagua De Ibirico,2055,0,2055,96.1%
31-12-2016,31-12-2016,Cesar,20,Cesar,20621,La Paz,744,0,744,91.3%
31-12-2016,31-12-2016,Cesar,20,Cesar,20443,Manaure Balcón Del Cesar,526,0,526,92.5%
31-12-2016,31-12-2016,Cesar,20,Cesar,20517,Pailitas,990,0,990,96.2%
31-12-2016,31-12-2016,Cesar,20,Cesar,20550,Pelaya,1275,0,1275,94.0%
31-12-2016,31-12-2016,Cesar,20,Cesar,20570,Pueblo Bello,897,0,897,94.5%
31-12-2016,31-12-2016,Cesar,20,Cesar,20614,Río De Oro,770,0,770,96.8%
31-12-2016,31-12-2016,Cesar,20,Cesar,20710,San Alberto,673,0,673,95.0%
31-12-2016,31-12-2016,Cesar,20,Cesar,20750,San Diego,1409,0,1409,95.5%
31-12-2016,31-12-2016,Cesar,20,Cesar,20770,San Martín,699,0,699,98.2%
31-12-2016,31-12-2016,Cesar,20,Cesar,20787,Tamalameque,1082,0,1082,81.6%
31-12-2016,31-12-2016,Chía,25,Cundinamarca,25175,Chía,659,0,659,99.2%
31-12-2016,31-12-2016,Chocó,27,Chocó,27006,Acandí,961,0,961,67.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27025,Alto Baudó,2628,0,2628,30.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27050,Atrato,548,0,548,87.6%
31-12-2016,31-12-2016,Chocó,27,Chocó,27073,Bagadó,2011,0,2011,36.9%
31-12-2016,31-12-2016,Chocó,27,Chocó,27075,Bahía Solano,833,0,833,74.2%
31-12-2016,31-12-2016,Chocó,27,Chocó,27077,Bajo Baudó,1858,0,1858,42.6%
31-12-2016,31-12-2016,Chocó,27,Chocó,27099,Bojayá,1206,0,1206,40.6%
31-12-2016,31-12-2016,Chocó,27,Chocó,27150,Carmen Del Darién,1271,0,1271,22.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27160,Cértegui,343,0,343,97.3%
31-12-2016,31-12-2016,Chocó,27,Chocó,27205,Condoto,1253,0,1253,85.3%
31-12-2016,31-12-2016,Chocó,27,Chocó,27135,El Cantón Del San Pablo,587,0,587,76.7%
31-12-2016,31-12-2016,Chocó,27,Chocó,27245,El Carmen De Atrato,374,0,374,60.3%
31-12-2016,31-12-2016,Chocó,27,Chocó,27250,El Litoral Del San Juan,1512,0,1512,34.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27361,Istmina,829,0,829,94.8%
31-12-2016,31-12-2016,Chocó,27,Chocó,27372,Juradó,494,0,494,68.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27413,Lloró,1419,0,1419,71.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27425,Medio Atrato,661,0,661,39.0%
31-12-2016,31-12-2016,Chocó,27,Chocó,27430,Medio Baudó,1104,0,1104,53.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27450,Medio San Juan,1001,0,1001,24.4%
31-12-2016,31-12-2016,Chocó,27,Chocó,27491,Nóvita,294,0,294,90.8%
31-12-2016,31-12-2016,Chocó,27,Chocó,27495,Nuquí,458,0,458,61.6%
31-12-2016,31-12-2016,Chocó,27,Chocó,27580,Río Iró,389,0,389,58.0%
31-12-2016,31-12-2016,Chocó,27,Chocó,27600,Río Quito,473,0,473,62.4%
31-12-2016,31-12-2016,Chocó,27,Chocó,27086,Belén de Bajirá,478,0,478,53.9%
31-12-2016,31-12-2016,Chocó,27,Chocó,27615,Riosucio,2733,0,2733,59.8%
31-12-2016,31-12-2016,Chocó,27,Chocó,27660,San José Del Palmar,528,0,528,98.1%
31-12-2016,31-12-2016,Chocó,27,Chocó,27745,Sipí,292,0,292,30.8%
31-12-2016,31-12-2016,Chocó,27,Chocó,27787,Tadó,144,0,144,93.2%
31-12-2016,31-12-2016,Chocó,27,Chocó,27800,Unguía,1231,0,1231,56.2%
31-12-2016,31-12-2016,Chocó,27,Chocó,27810,Unión Panamericana,500,0,500,68.6%
31-12-2016,31-12-2016,Ciénaga,47,Magdalena,47189,Ciénaga,4441,0,4441,79.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23068,Ayapel,1946,0,1946,95.1%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23079,Buenavista,964,0,964,64.1%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23090,Canalete,738,0,738,86.8%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23162,Cereté,2048,0,2048,94.1%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23168,Chimá,489,0,489,38.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23182,Chinú,1231,0,1231,93.7%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23189,Ciénaga De Oro,1192,0,1192,89.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23300,Cotorra,387,0,387,96.7%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23350,La Apartada,874,0,874,97.9%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23419,Los Córdobas,682,0,682,89.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23464,Momil,478,0,478,83.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23466,Montelíbano,2286,0,2286,77.1%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23500,Moñitos,1014,0,1014,85.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23555,Planeta Rica,2691,0,2691,57.0%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23570,Pueblo Nuevo,1349,0,1349,97.1%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23574,Puerto Escondido,717,0,717,89.0%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23580,Puerto Libertador,1009,0,1009,96.4%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23586,Purísima De La Concepción,486,0,486,92.7%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23670,San Andrés De Sotavento,2376,0,2376,57.5%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23672,San Antero,828,0,828,35.5%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23675,San Bernardo Del Viento,1128,0,1128,78.3%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23678,San Carlos,330,0,330,90.2%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23682,San José De Uré,597,0,597,62.3%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23686,San Pelayo,1446,0,1446,89.9%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23807,Tierralta,2492,0,2492,89.3%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23815,Tuchín,1419,0,1419,85.6%
31-12-2016,31-12-2016,Córdoba,23,Córdoba,23855,Valencia,1352,0,1352,96.7%
31-12-2016,31-12-2016,Cúcuta,54,Norte de Santander,54001,Cúcuta,7019,0,7019,89.4%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25001,Agua De Dios,291,0,291,88.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25019,Albán,66,0,66,91.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25035,Anapoima,201,0,201,66.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25040,Anolaima,195,0,195,67.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25599,Apulo,89,0,89,82.4%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25053,Arbeláez,219,0,219,90.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25086,Beltrán,43,0,43,87.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25095,Bituima,133,0,133,83.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25099,Bojacá,358,0,358,98.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25120,Cabrera,41,0,41,86.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25123,Cachipay,382,0,382,79.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25126,Cajicá,891,0,891,97.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25148,Caparrapí,373,0,373,87.4%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25151,Cáqueza,530,0,530,90.3%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25154,Carmen De Carupa,197,0,197,98.3%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25168,Chaguaní,51,0,51,95.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25178,Chipaque,240,0,240,94.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25181,Choachí,166,0,166,92.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25183,Chocontá,507,0,507,94.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25200,Cogua,251,0,251,94.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25214,Cota,86,0,86,96.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25224,Cucunubá,305,0,305,97.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25245,El Colegio,485,0,485,77.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25258,El Peñón,44,0,44,84.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25260,El Rosal,715,0,715,77.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25279,Fómeque,164,0,164,90.4%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25281,Fosca,210,0,210,96.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25288,Fúquene,157,0,157,81.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25293,Gachalá,259,0,259,85.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25295,Gachancipá,313,0,313,96.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25297,Gachetá,359,0,359,91.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25299,Gama,119,0,119,93.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25312,Granada,109,0,109,84.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25317,Guachetá,310,0,310,93.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25320,Guaduas,379,0,379,22.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25322,Guasca,303,0,303,91.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25324,Guataquí,1,0,1,100.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25326,Guatavita,140,0,140,86.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25328,Guayabal De Síquima,40,0,40,88.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25335,Guayabetal,142,0,142,88.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25339,Gutiérrez,99,0,99,87.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25368,Jerusalén,98,0,98,89.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25372,Junín,293,0,293,88.4%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25377,La Calera,314,0,314,89.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25386,La Mesa,504,0,504,89.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25394,La Palma,313,0,313,91.3%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25398,La Peña,175,0,175,48.3%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25402,La Vega,238,0,238,67.3%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25407,Lenguazaque,194,0,194,95.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25426,Machetá,139,0,139,95.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25430,Madrid,1046,0,1046,78.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25436,Manta,54,0,54,93.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25438,Medina,268,0,268,95.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25483,Nariño,38,0,38,84.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25486,Nemocón,227,0,227,96.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25488,Nilo,104,0,104,87.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25489,Nimaima,90,0,90,86.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25491,Nocaima,117,0,117,73.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25513,Pacho,492,0,492,92.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25518,Paime,136,0,136,83.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25524,Pandi,122,0,122,55.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25530,Paratebueno,310,0,310,88.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25535,Pasca,81,0,81,84.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25572,Puerto Salgar,388,0,388,87.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25580,Pulí,29,0,29,88.0%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25592,Quebradanegra,14,0,14,57.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25594,Quetame,114,0,114,88.2%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25596,Quipile,145,0,145,82.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25612,Ricaurte,372,0,372,91.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25645,San Antonio Del Tequendama,108,0,108,70.3%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25649,San Bernardo,264,0,264,77.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25653,San Cayetano,160,0,160,78.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25658,San Francisco,264,0,264,96.7%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25662,San Juan De Rioseco,321,0,321,89.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25718,Sasaima,137,0,137,93.9%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25736,Sesquilé,256,0,256,82.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25740,Sibaté,530,0,530,86.5%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25743,Silvania,472,0,472,91.8%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25745,Simijaca,329,0,329,96.6%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25758,Sopó,421,0,421,92.4%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25769,Subachoque,172,0,172,97.1%
31-12-2016,31-12-2016,Cundinamarca,25,Cundinamarca,25772,Suesca,449,0,449,92.2%
