FECHA,FECHA_CORTE,ETC,COD_DANE_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,COD_DANE_MUNICIPIO,NOMBRE_MUNICIPIO,"INDICADOR 1.
EDUCACIÓN INICIAL ICBF
(Incluye Mujeres Gestantes)","INDICADOR 2.
NIÑOS Y NIÑAS EN PREESCOLAR CON EDUCACIÓN INICIAL","INDICADOR 3.
TOTAL EDUCACIÓN INICIAL
ICBF + MEN",INDICADOR 4. CONCURRENCIA DE ATENCIONES
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91263,El Encanto,113,0,113,2.1%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91405,La Chorrera,60,0,60,3.3%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91407,La Pedrera,43,0,43,2.3%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91430,La Victoria,0,0,0,0.0%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91001,Leticia,3617,0,3617,30.0%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91460,Mirití - Paraná,37,0,37,7.4%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91530,Puerto Alegría,40,0,40,6.3%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91536,Puerto Arica,45,0,45,2.7%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91540,Puerto Nariño,722,0,722,22.5%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91669,Puerto Santander,51,0,51,2.4%
31-12-2015,31-12-2015,Amazonas,91,Amazonas,91798,Tarapacá,211,0,211,22.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05002,Abejorral,757,0,757,55.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05004,Abriaquí,76,0,76,41.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05021,Alejandría,417,0,417,48.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05030,Amagá,550,0,550,48.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05031,Amalfi,657,0,657,50.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05034,Andes,1043,0,1043,69.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05036,Angelópolis,241,0,241,39.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05038,Angostura,219,0,219,45.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05040,Anorí,639,0,639,74.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05044,Anzá,241,0,241,59.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05051,Arboletes,1334,0,1334,55.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05055,Argelia,325,0,325,62.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05059,Armenia,54,0,54,29.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05079,Barbosa,597,0,597,89.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05086,Belmira,163,0,163,57.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05091,Betania,292,0,292,51.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05093,Betulia,480,0,480,67.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05107,Briceño,237,0,237,60.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05113,Buriticá,532,0,532,39.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05120,Cáceres,657,0,657,68.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05125,Caicedo,430,0,430,64.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05129,Caldas,398,0,398,63.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05134,Campamento,239,0,239,32.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05138,Cañasgordas,565,0,565,29.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05142,Caracolí,60,0,60,74.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05145,Caramanta,276,0,276,80.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05147,Carepa,1842,0,1842,60.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05150,Carolina,82,0,82,48.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05154,Caucasia,2237,0,2237,72.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05172,Chigorodó,3156,0,3156,70.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05190,Cisneros,310,0,310,84.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05101,Ciudad Bolívar,852,0,852,73.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05197,Cocorná,474,0,474,82.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05206,Concepción,212,0,212,73.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05209,Concordia,503,0,503,44.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05212,Copacabana,738,0,738,72.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05234,Dabeiba,780,0,780,74.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05237,Donmatías,623,0,623,42.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05240,Ebéjico,196,0,196,55.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05250,El Bagre,1361,0,1361,63.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05148,El Carmen De Viboral,127,0,127,39.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05697,El Santuario,675,0,675,83.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05264,Entrerríos,250,0,250,10.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05282,Fredonia,556,0,556,58.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05284,Frontino,535,0,535,53.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05306,Giraldo,246,0,246,40.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05308,Girardota,680,0,680,54.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05310,Gómez Plata,169,0,169,41.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05313,Granada,219,0,219,78.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05315,Guadalupe,152,0,152,38.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05318,Guarne,541,0,541,62.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05321,Guatapé,265,0,265,61.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05347,Heliconia,157,0,157,21.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05353,Hispania,225,0,225,85.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05361,Ituango,1019,0,1019,54.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05364,Jardín,444,0,444,49.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05368,Jericó,429,0,429,76.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05376,La Ceja,1274,0,1274,49.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05380,La Estrella,413,0,413,70.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05390,La Pintada,273,0,273,69.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05400,La Unión,605,0,605,87.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05411,Liborina,408,0,408,37.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05425,Maceo,157,0,157,54.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05440,Marinilla,1554,0,1554,65.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05467,Montebello,154,0,154,55.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05475,Murindó,565,0,565,31.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05480,Mutatá,927,0,927,39.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05483,Nariño,297,0,297,89.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05495,Nechí,1175,0,1175,54.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05490,Necoclí,1691,0,1691,74.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05501,Olaya,108,0,108,66.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05541,Peñol,763,0,763,73.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05543,Peque,308,0,308,38.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05576,Pueblorrico,284,0,284,79.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05579,Puerto Berrío,1007,0,1007,52.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05585,Puerto Nare,250,0,250,62.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05591,Puerto Triunfo,500,0,500,60.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05604,Remedios,952,0,952,39.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05607,Retiro,258,0,258,81.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05628,Sabanalarga,197,0,197,63.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05642,Salgar,521,0,521,85.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05647,San Andrés De Cuerquía,354,0,354,29.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05649,San Carlos,263,0,263,67.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05652,San Francisco,187,0,187,67.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05656,San Jerónimo,450,0,450,66.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05658,San José De La Montaña,112,0,112,51.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05659,San Juan De Urabá,574,0,574,62.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05660,San Luis,529,0,529,66.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05664,San Pedro De Los Milagros,310,0,310,70.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05665,San Pedro De Urabá,1236,0,1236,78.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05667,San Rafael,321,0,321,82.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05670,San Roque,675,0,675,60.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05674,San Vicente Ferrer,291,0,291,71.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05679,Santa Bárbara,427,0,427,59.5%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05042,Santa Fé De Antioquia,558,0,558,51.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05686,Santa Rosa De Osos,654,0,654,28.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05690,Santo Domingo,310,0,310,55.2%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05736,Segovia,1101,0,1101,56.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05756,Sonsón,1429,0,1429,64.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05761,Sopetrán,372,0,372,68.6%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05789,Támesis,682,0,682,58.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05790,Tarazá,14,0,14,61.3%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05792,Tarso,102,0,102,46.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05809,Titiribí,193,0,193,59.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05819,Toledo,208,0,208,48.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05842,Uramita,106,0,106,33.7%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05847,Urrao,111,0,111,65.0%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05854,Valdivia,587,0,587,63.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05856,Valparaíso,209,0,209,55.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05858,Vegachí,564,0,564,80.4%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05861,Venecia,290,0,290,64.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05873,Vigía Del Fuerte,512,0,512,74.1%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05885,Yalí,190,0,190,82.9%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05887,Yarumal,955,0,955,51.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05890,Yolombó,1136,0,1136,77.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05893,Yondó,380,0,380,37.8%
31-12-2015,31-12-2015,Antioquia,05,Antioquia,05895,Zaragoza,775,0,775,38.4%
31-12-2015,31-12-2015,Apartadó,05,Antioquia,05045,Apartadó,4097,0,4097,75.1%
31-12-2015,31-12-2015,Arauca,81,Arauca,81001,Arauca,3865,0,3865,58.7%
31-12-2015,31-12-2015,Arauca,81,Arauca,81065,Arauquita,1247,0,1247,84.1%
31-12-2015,31-12-2015,Arauca,81,Arauca,81220,Cravo Norte,271,0,271,56.0%
31-12-2015,31-12-2015,Arauca,81,Arauca,81300,Fortul,1057,0,1057,92.9%
31-12-2015,31-12-2015,Arauca,81,Arauca,81591,Puerto Rondón,249,0,249,93.6%
31-12-2015,31-12-2015,Arauca,81,Arauca,81736,Saravena,2442,0,2442,81.5%
31-12-2015,31-12-2015,Arauca,81,Arauca,81794,Tame,3149,0,3149,81.3%
31-12-2015,31-12-2015,Armenia,63,Quindio,63001,Armenia,3417,0,3417,91.6%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08078,Baranoa,1186,0,1186,65.1%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08137,Campo De La Cruz,857,0,857,66.2%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08141,Candelaria,326,0,326,82.6%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08296,Galapa,2096,0,2096,58.9%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08372,Juan De Acosta,709,0,709,57.6%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08421,Luruaco,738,0,738,48.3%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08436,Manatí,1383,0,1383,43.5%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08520,Palmar De Varela,956,0,956,31.8%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08549,Piojó,206,0,206,73.4%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08558,Polonuevo,163,0,163,74.1%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08560,Ponedera,930,0,930,40.2%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08573,Puerto Colombia,767,0,767,64.2%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08606,Repelón,501,0,501,60.2%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08634,Sabanagrande,1656,0,1656,52.4%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08638,Sabanalarga,2219,0,2219,66.7%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08675,Santa Lucía,616,0,616,44.9%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08685,Santo Tomás,316,0,316,66.7%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08770,Suan,161,0,161,78.3%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08832,Tubará,651,0,651,28.5%
31-12-2015,31-12-2015,Atlántico,08,Atlántico,08849,Usiacurí,649,0,649,78.6%
31-12-2015,31-12-2015,Barrancabermeja,68,Santander,68081,Barrancabermeja,3028,0,3028,35.5%
31-12-2015,31-12-2015,Barranquilla,08,Atlántico,08001,Barranquilla,27527,0,27527,68.4%
31-12-2015,31-12-2015,Bello,05,Antioquia,05088,Bello,4976,0,4976,56.3%
31-12-2015,31-12-2015,"Bogotá, D.C.",11,"Bogotá, D.C.",11001,"Bogotá, D.C.",115572,0,115572,22.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13006,Achí,467,0,467,11.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13030,Altos Del Rosario,182,0,182,69.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13042,Arenal,751,0,751,50.4%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13052,Arjona,750,0,750,11.4%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13062,Arroyohondo,465,0,465,43.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13074,Barranco De Loba,607,0,607,58.7%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13140,Calamar,1025,0,1025,42.4%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13160,Cantagallo,418,0,418,1.2%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13188,Cicuco,729,0,729,65.0%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13222,Clemencia,685,0,685,5.7%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13212,Córdoba,1051,0,1051,32.4%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13244,El Carmen De Bolívar,3718,0,3718,29.2%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13248,El Guamo,284,0,284,18.7%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13268,El Peñón,325,0,325,12.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13300,Hatillo De Loba,363,0,363,36.9%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13433,Mahates,1048,0,1048,46.1%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13440,Margarita,362,0,362,40.6%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13442,María La Baja,2077,0,2077,28.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13458,Montecristo,493,0,493,77.0%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13473,Morales,842,0,842,3.5%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13490,Norosí,421,0,421,17.7%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13549,Pinillos,704,0,704,75.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13580,Regidor,572,0,572,1.5%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13600,Río Viejo,460,0,460,25.9%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13620,San Cristóbal,212,0,212,16.0%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13647,San Estanislao,648,0,648,21.7%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13650,San Fernando,734,0,734,71.5%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13654,San Jacinto,126,0,126,19.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13655,San Jacinto Del Cauca,402,0,402,9.4%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13657,San Juan Nepomuceno,1874,0,1874,71.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13667,San Martín De Loba,579,0,579,79.5%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13670,San Pablo,715,0,715,13.6%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13673,Santa Catalina,318,0,318,21.6%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13468,Santa Cruz De Mompox,2569,0,2569,58.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13683,Santa Rosa,676,0,676,19.7%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13688,Santa Rosa Del Sur,990,0,990,41.6%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13744,Simití,476,0,476,16.1%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13760,Soplaviento,481,0,481,10.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13780,Talaigua Nuevo,787,0,787,11.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13810,Tiquisio,1713,0,1713,38.8%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13836,Turbaco,1673,0,1673,18.9%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13838,Turbaná,58,0,58,50.0%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13873,Villanueva,976,0,976,16.3%
31-12-2015,31-12-2015,Bolívar,13,Bolívar,13894,Zambrano,1067,0,1067,79.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15022,Almeida,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15047,Aquitania,140,0,140,69.2%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15051,Arcabuco,118,0,118,61.1%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15087,Belén,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15090,Berbeo,13,0,13,25.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15092,Betéitiva,1,0,1,100.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15097,Boavita,288,0,288,88.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15104,Boyacá,45,0,45,93.3%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15106,Briceño,51,0,51,17.9%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15109,Buenavista,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15114,Busbanzá,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15131,Caldas,2,0,2,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15135,Campohermoso,72,0,72,83.6%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15162,Cerinza,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15172,Chinavita,39,0,39,64.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15176,Chiquinquirá,1415,0,1415,72.4%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15232,Chíquiza,120,0,120,89.2%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15180,Chiscas,48,0,48,93.8%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15183,Chita,275,0,275,79.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15185,Chitaraque,3,0,3,66.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15187,Chivatá,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15236,Chivor,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15189,Ciénega,111,0,111,89.5%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15204,Cómbita,245,0,245,74.5%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15212,Coper,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15215,Corrales,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15218,Covarachía,149,0,149,54.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15223,Cubará,285,0,285,64.4%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15224,Cucaita,128,0,128,89.8%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15226,Cuítiva,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15244,El Cocuy,107,0,107,90.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15248,El Espino,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15272,Firavitoba,1,0,1,100.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15276,Floresta,2,0,2,100.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15293,Gachantivá,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15296,Gámeza,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15299,Garagoa,103,0,103,77.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15317,Guacamayas,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15322,Guateque,122,0,122,86.1%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15325,Guayatá,2,0,2,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15332,Güicán De La Sierra,49,0,49,93.9%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15362,Iza,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15367,Jenesano,122,0,122,71.9%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15368,Jericó,60,0,60,86.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15380,La Capilla,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15403,La Uvita,149,0,149,50.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15401,La Victoria,53,0,53,67.3%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15377,Labranzagrande,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15425,Macanal,26,0,26,91.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15442,Maripí,4,0,4,50.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15455,Miraflores,112,0,112,33.3%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15464,Mongua,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15466,Monguí,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15469,Moniquirá,311,0,311,61.4%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15476,Motavita,215,0,215,79.8%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15480,Muzo,219,0,219,84.9%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15491,Nobsa,109,0,109,99.1%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15494,Nuevo Colón,124,0,124,85.6%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15500,Oicatá,49,0,49,63.3%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15507,Otanche,60,0,60,98.3%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15511,Pachavita,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15514,Páez,2,0,2,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15516,Paipa,589,0,589,75.3%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15518,Pajarito,2,0,2,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15522,Panqueba,0,0,0,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15531,Pauna,51,0,51,98.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15533,Paya,65,0,65,93.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15537,Paz De Río,74,0,74,98.6%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15542,Pesca,65,0,65,57.5%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15550,Pisba,1,0,1,0.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15572,Puerto Boyacá,465,0,465,58.9%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15580,Quípama,199,0,199,69.5%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15599,Ramiriquí,93,0,93,96.8%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15600,Ráquira,68,0,68,89.7%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15621,Rondón,47,0,47,65.0%
31-12-2015,31-12-2015,Boyacá,15,Boyacá,15632,Saboyá,338,0,338,74.7%
